date,station_code,DO,BOD,COD,AN,TSS,pH
2023-01-01,S04,7.927758233589819,1.3022008132675518,6.20396280563043,0.4407792820157113,13.956203047919328,6.048847105557321
2023-01-02,S05,10.0,5.2861983695115065,12.442653585228832,1.8664853198210918,56.32188070072562,7.353408519719584
2023-01-03,S03,4.885016429984333,0.8068488975484608,3.440805636561389,0.3799687723683861,52.792489987371056,7.1404828398434965
2023-01-04,S05,3.2603940408418444,1.2522370270944936,20.321667455520462,1.1786359028174376,14.478041444923303,6.878439101222411
2023-01-05,S05,5.82343590329749,0.1,1.0,0.04334503674848275,26.683530046597188,7.647406902498639
2023-01-06,S02,10.0,0.17024171938970314,28.713243942073102,0.10601023928785766,38.276560496940334,7.985862884171731
2023-01-07,S03,4.392650864060538,0.5984072929120996,3.3133735792701695,0.29058375903162315,8.280779071270336,5.779470072570526
2023-01-08,S03,9.278233610888135,0.1,31.119560309382194,0.43944546318912164,5.522772807990488,6.522422377679107
2023-01-09,S03,9.355401628152881,1.9959525926911292,6.520224701068215,0.8470293070364204,107.36954964012384,7.656114875298448
2023-01-10,S05,4.892823516584011,1.1116402499791438,19.23894141511074,2.222466823166207,28.835294261969054,6.625809052913135
2023-01-11,S04,7.137966158370551,1.5887887914672514,5.7678579198564695,0.2462076496909344,119.56317946712825,6.3614351389134765
2023-01-12,S03,9.256793246257075,0.3838886612122792,35.4528190531043,0.02428830246096034,12.363635743892754,7.814829942120316
2023-01-13,S05,5.241744518025026,0.7017607567778857,2.0310621858729343,0.8076563257237441,36.423896393866265,5.968399944220816
2023-01-14,S02,5.592839279795276,2.180243718297424,2.9497114648294818,0.4636514710028536,7.5541481520018525,6.758736153767116
2023-01-15,S04,4.836638172102712,6.722188171799013,10.189555434232147,0.11066189084252519,9.08184787452746,7.262915220643847
2023-01-16,S02,3.9704865386142663,0.10346419940695954,1.2823624610813809,0.3414286087648706,21.517179662156828,6.540944068871905
2023-01-17,S04,4.701444909867986,4.421549713620236,3.271970463203172,0.6779994598574826,11.55303174911726,7.62652452481054
2023-01-18,S05,3.552119466475487,1.7202045828044397,43.17360779461074,0.7357339766307602,5.504042712636398,6.544898419842105
2023-01-19,S01,6.068166936518452,1.6598571454582722,56.25472505142628,0.34619214781409596,9.150165904068443,8.126895594756736
2023-01-20,S04,4.460053537882716,1.3874088123936774,7.080308833059347,0.18207607875606308,1.0920905050546383,6.899402962003382
2023-01-21,S02,6.467571823581496,0.14383876889812253,38.51506997784057,1.8199033704277434,36.56484010130255,7.5370161093642825
2023-01-22,S05,2.8882087075927454,0.18835072172951228,11.806089090911527,0.5443744624167853,20.32510493123221,7.596819162386253
2023-01-23,S04,6.661760464428914,1.837146698423506,4.715370308698874,0.26232496985922016,2.9695288244634663,6.497967997804742
2023-01-24,S01,7.6670579232178495,0.8339377613043999,18.18001017882314,0.16457382048613475,5.651178580680991,5.357210761075289
2023-01-25,S01,2.012528714857089,4.984299231569099,16.133773288378066,0.6567134045626736,3.245419258108158,7.288604603731068
2023-01-26,S03,6.748113139695144,1.0437412495474923,67.81977068654574,0.13865696764311988,28.44836892308284,7.057830677699895
2023-01-27,S03,8.455337984946585,0.30929167510138744,4.619236776753881,0.09419596552954859,2.9684456795117242,7.444660822060102
2023-01-28,S02,3.580717962617589,2.5085600718351526,16.723846464134244,0.3773346094893144,42.10716292264325,6.8187780220937295
2023-01-29,S04,9.345144773675408,0.6944492539113958,1.0,0.17123627613259496,1.0,6.655657840959427
2023-01-30,S04,6.838038018732091,1.490862172380171,1.809583549513467,0.4956487874967038,8.605504078044227,8.60677840878536
2023-01-31,S03,4.589976288483182,2.393549448913991,1.0,0.06274684788568367,66.4006213092992,5.822116750791378
2023-02-01,S04,5.8884618446845876,4.610459397808588,80.0,0.532020082560621,38.03202276067017,7.5871603826913905
2023-02-02,S04,7.116653825043445,3.142273655573616,24.31307270075151,0.1665465457824755,2.273026595581076,6.540318513453287
2023-02-03,S01,6.152010782824823,2.2562535832351993,23.1774533662333,0.01,51.632226472342126,6.731377105807662
2023-02-04,S03,7.077511984892738,2.2765772693582527,10.691865210786226,0.06787324073264737,20.379406531358953,6.746317733940828
2023-02-05,S05,4.158652813841267,5.834753448618278,5.351561718795572,1.3561449216118886,56.27700717291146,6.357252580662994
2023-02-06,S03,6.3387216480721555,0.7014541850473619,2.4601114537659674,1.0100380858048508,27.544256409560166,7.456979368188992
2023-02-07,S05,3.1725710061900396,0.1,5.025268935365814,0.13303141870544838,34.35536932486348,8.112514876759965
2023-02-08,S01,5.7775478773026,0.6347836286486623,7.073381894592622,0.7533772738017409,151.08579575333837,7.376010928997329
2023-02-09,S02,4.19218471707042,0.4915232946991513,21.17788126825617,0.4689763245864377,7.932076501864097,7.082705596969676
2023-02-10,S04,4.528940114820466,2.1684402201180797,11.636907272126106,1.7685895117032975,29.340641942765668,6.210847600720602
2023-02-11,S01,8.472186350420875,2.008668554180705,1.209752313504294,0.23388758468120915,18.503444501364783,7.413460212659561
2023-02-12,S04,8.182620241188538,1.8001527100201276,1.0,0.5720045730248468,1.2075382511822568,8.72507970538344
2023-02-13,S02,7.218276241814354,0.1,1.6193278426191566,0.03282195121597226,1.0,6.695444300963926
2023-02-14,S02,3.815374470654842,2.609635612045055,7.9271756547597985,0.2522953397590112,3.8087141819196986,6.699213136518507
2023-02-15,S01,5.367183100610396,0.7817355760289694,40.58919257790343,1.6595920786641,31.416913762044253,6.551128695215202
2023-02-16,S02,8.426195399958367,2.1875837849763022,15.216927352683244,0.3871578748765201,25.121828051399692,6.608468612404463
2023-02-17,S05,6.28343382727981,1.6264686655703757,24.27914011622575,0.16975407249992244,24.18474400068056,5.0
2023-02-18,S02,10.0,0.8393235880046686,9.420917610238382,0.06407066578543061,1.0,7.3240283086845706
2023-02-19,S04,6.786635678788744,0.2890720547504648,6.7334062797173235,0.6079018237562055,19.00692105649871,6.323558258916309
2023-02-20,S04,6.3840982329800635,0.19835687861780132,1.7210714325257404,0.5176160301193583,77.55752021022886,5.71178950496656
2023-02-21,S04,5.3817670715949975,3.5618566739240607,31.30400573313811,0.2341535055413361,15.204603162817737,7.602551959786039
2023-02-22,S04,6.267081809564565,5.011791791832372,22.928934876867757,1.5073693979444274,29.418675814506198,6.134385771966451
2023-02-23,S05,5.695060327238912,2.0984334542304595,2.760971886959982,0.011226502847869675,45.39911611153529,6.729064756892994
2023-02-24,S03,7.416217353377181,0.2183669942528482,10.76960937144547,0.18100446622064667,45.963930036577665,8.173153912950864
2023-02-25,S01,7.913404633589169,1.0284200785166,10.023154808603376,1.2695936934896046,21.97411411068585,5.872627361580389
2023-02-26,S04,4.428021078984101,2.6108242588209807,14.716101349744179,0.1935195362335322,58.54769597909765,5.773921412321791
2023-02-27,S02,3.337534092884444,3.0266278005811382,43.83357353056744,0.14534518566117546,14.896741411105609,7.215444951649871
2023-02-28,S04,2.327589253793407,0.25162224955758117,13.004347941608549,0.38202136971658235,65.86395177778854,7.919589891208295
2023-03-01,S02,7.015982653825088,0.1,11.655018302411149,0.8680727484869858,8.242073806027332,5.74052662581443
2023-03-02,S02,3.793266787652253,2.4905415317052366,1.0,0.05443152166438284,9.864140322465307,7.326151789469741
2023-03-03,S04,1.6942188140950343,0.8819654414957635,1.0,1.4325337021425268,1.6375070696128697,7.4647996319693535
2023-03-04,S05,6.7771572090619285,0.587350207333354,3.1117622705013597,0.7925504405060589,47.62762686849033,5.352671613046144
2023-03-05,S02,10.0,0.1,1.0,0.0999884020783785,16.189885258342706,7.638801070325776
2023-03-06,S02,5.987858176920214,1.5543597713604989,20.400799083205268,0.6224112211387216,7.806545012028337,7.7012847038737435
2023-03-07,S04,7.676981548903283,3.809642264502558,19.27396376250206,0.2430329478827,7.910775212785689,6.75057154139518
2023-03-08,S02,6.16365871709513,6.322707139547448,2.193713976660173,0.25732870959337417,69.50050263963969,8.001877089838407
2023-03-09,S02,5.8022206936177145,1.668246492189989,27.12555104002627,0.7645978256567997,53.85795629785326,7.909164459459876
2023-03-10,S04,7.838152965975537,1.4449926798445516,2.5224820571722093,1.6455191067279176,24.19155159571905,7.0824943405737635
2023-03-11,S04,5.419450911622698,0.17778567818186025,5.375336485871965,0.06771280581810302,28.72203932340457,6.638843687740053
