date,station_code,DO,BOD,COD,AN,SS,pH
2023-01-01,S06,8.649004535384522,1.7351482044126496,2.37402504794491,0.4200845228089501,17.06595832034554,6.386882561902819
2023-01-04,S06,7.699481512137033,1.9379241472436026,6.202794306905991,0.32889771945619617,115.99308096769226,6.092970463544634
2023-01-07,S06,4.797986585607403,6.736063445601332,9.319262631823596,0.3013945973112832,14.420940621753951,7.712611805266441
2023-01-10,S06,4.991015374850157,4.736662640513823,1.9132057519695589,0.5555522504038465,7.203456199469535,7.6968822339375755
2023-01-13,S06,4.120458207534121,0.7681915555207621,7.612926437796249,0.05274786783203231,5.758946942262776,6.998039511251305
2023-01-16,S06,7.084634308140033,1.7996794868804245,6.058582947092476,0.23936804804436038,6.654576741210178,6.366489417915801
2023-01-19,S06,9.555145686745947,0.3902976953299191,1.8964928232727385,0.1766189130265208,1.0,7.156127826637354
2023-01-22,S06,6.992552407236334,1.3559722402929555,2.4008307082044604,0.7577964242634027,2.418435010707501,8.782574220537777
2023-01-25,S06,6.227979979736531,4.071321297749554,80.0,0.6851159749886823,31.112132557825987,7.583301298361978
2023-01-28,S06,6.816127371467636,2.5853880644243272,23.725792788081353,0.2604365522513777,1.0,6.613324232884373
2023-01-31,S06,5.216047054708852,2.097168938427726,12.498609806122921,1.9857705378369344,14.372416983666062,6.39686636944606
2023-02-03,S06,7.728746400205218,1.8296454843352337,1.3044919621205668,0.4905043582061077,1.0,8.709621940934591
2023-02-06,S06,6.922540214916437,0.21835853366717783,5.371703665468878,0.6897309240246476,5.720119084991428,6.247499440415993
2023-02-09,S06,6.527303010871596,0.47872312615467266,1.0,0.4555124558808066,82.0172055214797,5.547204195460317
2023-02-12,S06,5.185978619876995,3.546709120474274,30.86896012125247,0.3593667439610708,2.841481957183124,7.650281763633538
2023-02-15,S06,6.8335327368319625,5.22250834395499,21.269717016906803,1.7209377126460144,17.213102587508338,5.756248134842406
2023-02-18,S06,4.346193397576687,2.5572790441341,14.233425201479756,0.2595878790543858,57.51252219333789,5.853457537597697
2023-02-21,S06,2.5257780919905133,0.6958456439998495,9.680297630425454,0.12186901317359844,56.808864159512154,7.605785573415616
2023-02-24,S06,1.0,0.5434448839966144,1.0,1.0652513024957635,3.5070505813130746,7.789577648155203
2023-02-27,S06,8.470701995855944,3.5571400583660284,19.495382012511417,0.07491141246189484,4.562273698175908,6.582027702469784
2023-03-02,S06,8.302106252731294,1.2421009933205212,4.073118201197268,1.7695102689043434,29.10310925005239,6.681170403987238
2023-03-05,S06,4.991608025796257,0.19920837498563404,4.509596219182027,0.12738714218347508,26.113086195909187,6.68389742144552
2023-03-08,S06,4.87076545062385,0.2702639248978521,3.0091079796829434,0.01,27.151631618309374,6.727953804036577
2023-03-11,S06,6.799182033681177,0.3874678863787255,2.9040481635849895,0.8695311070944599,18.690636462790255,7.720180054898445
2023-03-14,S06,5.998290271197786,8.0,14.525701140427849,0.793614948544895,1.0,8.8
2023-03-17,S06,3.7772245115059953,0.8388844320611036,17.170368965302423,0.01,35.24654026074569,6.804926402726763
2023-03-20,S06,3.7974022587424185,0.8574516273941595,20.57076248116152,0.20280298023406773,1.0,6.60894020293327
2023-03-23,S06,9.422640917099892,1.6345818467003077,19.00410128878479,0.26369855243995355,1.0,6.203564428172518
2023-03-26,S06,5.645222109711457,2.2249388154230876,5.705767782361215,0.08904402000962433,4.045043380140809,6.62452614790063
2023-03-29,S06,5.868838650816243,0.645597924620329,7.181706099354389,0.42112639786692363,14.694379718795782,7.039375306010075
2023-04-01,S06,8.216048725643137,1.3292001669258298,9.260751237796697,0.34358137702895464,6.07462456208116,8.000544811959427
2023-04-04,S06,1.0,0.8628089547814667,5.39884599182358,0.6383692895533146,1.0,8.475733137490773
2023-04-07,S06,6.885080144853826,1.8158134560503016,2.210074029865442,0.370380240532206,1.0,7.77147858273102
2023-04-10,S06,8.66553970500429,1.1866624831217385,20.687485949714798,0.5227774535154253,1.0,6.939359172301315
2023-04-13,S06,5.40570706284229,0.1,5.129666590546781,0.26130463276485355,54.354200341416565,6.656613188726842
2023-04-16,S06,10.0,0.9655203557723857,29.30448384119969,0.1599132707852332,24.64231671256686,7.119478805541712
2023-04-19,S06,3.474886795368438,0.1,17.6489126737281,0.6481432692198734,28.55341968950966,7.30616627021401
2023-04-22,S06,3.08527292325804,2.525737656924756,15.456455650793252,0.6817161629860903,1.0,6.942344114204312
2023-04-25,S06,9.460801049348486,2.433933081369254,30.675341192726822,0.32092110294233217,43.653737434220396,6.194620559476134
2023-04-28,S06,8.656054226059684,0.6552507170380891,1.0,0.7365515422529051,2.7566768181185104,8.092481399724175
2023-05-01,S06,7.488121708011632,1.4594651524203157,21.477358747312664,1.3675154607828985,116.02373651398048,7.476713802479428
2023-05-04,S06,6.238751850125741,1.2472427977272273,28.951218992008613,0.6018127418182654,41.90119397632906,8.677220099995706
2023-05-07,S06,4.58274763615333,4.110370557355538,28.994508074946097,0.022521271137347296,23.93723209800949,6.500745827406898
2023-05-10,S06,7.213030952210292,1.0660873827149486,10.806589802772788,0.04474724588901238,5.555424009150575,6.150641471703418
2023-05-13,S06,8.124031132534515,1.9087317956122705,58.81294800790512,0.6481787818608635,5.54550863383443,6.996509270097068
2023-05-16,S06,10.0,0.8979338896635031,5.337634262010396,0.2418234496281042,39.52426875891872,7.64085259446024
2023-05-19,S06,7.757422266010089,1.050378134949831,2.243677650579333,0.4181419921558446,1.0,7.848392246743716
2023-05-22,S06,5.510747482147734,4.084976760562261,28.67084798016726,0.5220755823059009,13.054454312001656,6.933081820005812
2023-05-25,S06,4.12723380118221,0.1,4.999591757444267,0.3971948250708305,1.0,6.632316152417592
2023-05-28,S06,8.191482037053715,0.2951636684773944,6.837243156490289,0.6183398805857349,58.61323040672495,5.567136104137349
2023-05-31,S06,5.5302698475693175,0.5658816402623643,21.30209216810852,0.9805336788807625,80.87200487243673,7.937319261038365
2023-06-03,S06,9.652390686596805,5.091776612463308,9.92697902883684,0.03322693983463129,36.06510972460957,6.786875073458294
2023-06-06,S06,7.58680044163244,1.491198217329512,22.86444294965429,0.09559509228391568,120.0,6.839878720856619
2023-06-09,S06,8.06798144823198,3.4476409345827035,10.139923947503823,0.12211247772324516,71.38309661095803,5.767619514571205
2023-06-12,S06,5.003308960173047,2.3616358450767203,23.118389413587153,0.18084901630641412,13.658723137797491,7.082767228192006
2023-06-15,S06,8.71021734736869,0.4345403640635528,42.337464721125166,0.37301547845176863,1.0,7.960063813052535
2023-06-18,S06,7.386795032860107,5.577476868502652,10.331214299637267,0.3255273226746731,1.0,7.756504120185974
2023-06-21,S06,6.252636602234551,3.409962104169268,1.0,0.16066986017659526,1.0,6.72800934987026
2023-06-24,S06,3.838983712442641,6.084969180979356,2.7395526447427905,1.0569636046204671,6.611708367943189,6.321820557052847
2023-06-27,S06,7.511391964643645,3.0019293324216347,1.0,0.09824486907650845,67.96162505763968,7.487561100271049
2023-06-30,S06,4.08997237581132,1.2003453985980472,10.704023141622558,0.2560211720042891,12.002708082775959,6.421428559395999
2023-07-03,S06,6.172596087155758,1.1954325000113628,5.948106978903799,0.7066019051207244,1.0,6.405969907131776
2023-07-06,S06,5.394214742968635,3.6631501901700156,24.815073166100927,0.1099506854026569,33.34059306435999,7.045333530060565
2023-07-09,S06,7.996647388396235,1.6440171265477235,7.8884112211970026,1.7151933794378345,66.24505961880347,7.439027491170085
2023-07-12,S06,4.738826119602667,0.887731317079711,16.366900216914555,0.34041420476458684,28.612060970652696,7.677627976814483
2023-07-15,S06,9.87971357459348,1.1242731439254314,42.856859138746806,0.01,1.0,6.948142485255884
2023-07-18,S06,9.143945838936546,1.6352792384974668,9.143839782083049,0.3371769034688451,54.26012348266276,7.5311388192540285
2023-07-21,S06,5.479638097081081,2.7176462927470206,13.491101727845885,0.7756564355123892,1.0,5.833023251621066
2023-07-24,S06,6.52160795371633,1.6153847898554214,1.9654410334047854,0.15717835694943083,6.277784607374292,6.586469810475164
2023-07-27,S06,5.683309550061673,0.41081155141539544,50.442061425835426,0.35918147118831584,51.26145020057977,7.4833883486989015
2023-07-30,S06,7.590510063946597,0.1970423462737303,11.357767881252826,0.01,31.378171817441984,7.059949759890216
2023-08-02,S06,7.323539417708802,1.6059007826318168,14.006525059892548,0.5222577190970714,1.0,7.928817433848297
2023-08-05,S06,5.97984286814431,6.275935428150978,13.196565201762434,1.9690218396413564,4.263567659624691,7.058234327392408
2023-08-08,S06,9.7043638444471,0.12492794386615477,1.3738695310541515,0.18219133058419984,53.328138162729495,6.565836154380721
2023-08-11,S06,5.725921882414343,0.1,7.185392338553673,0.3624942528365689,33.78352241010071,6.094768233088962
2023-08-14,S06,2.7887612555495833,0.1,31.625654091121902,1.8205523152534913,10.196504625373823,6.870251617144518
2023-08-17,S06,2.3057113892137497,0.12757811498008248,43.91830785801369,0.2556394099023074,12.446334142117827,7.232895919608094
2023-08-20,S06,6.3429414205832,3.387430433517187,14.434039925463228,0.01,48.1866179239568,6.470235491658998
2023-08-23,S06,7.526853216968519,1.7221942591585,42.117358321352384,0.6695615976944613,1.0,7.206495032225324
2023-08-26,S06,5.370416651265903,4.722757816541517,13.086226167134427,0.802170032745614,8.235302880742836,7.12792639207863
2023-08-29,S06,3.2273125030979353,0.1,12.202828157704534,0.07656434703967187,6.276286087163404,6.8744057445703906
2023-09-01,S06,9.498638965155191,7.425375790807454,15.281118834593384,0.6186395967366044,31.896542899742073,7.690194087957964
2023-09-04,S06,6.537579358009884,0.7859716259967783,1.8016363048960018,0.01,16.585952447946507,6.257967492597689
2023-09-07,S06,4.40578746489452,2.9777485034408415,6.913624620697886,0.5424785284274757,51.02796943840216,7.072401720564718
2023-09-10,S06,6.085524532961246,3.1596452725851583,5.342555083189906,0.2905704647821073,73.46375205811111,7.046327290040668
2023-09-13,S06,3.9493292967957223,3.7320381920919194,34.4766479460312,1.3652575246018486,41.91140647523763,7.153053398578222
2023-09-16,S06,6.95652386818753,1.9226822328944455,12.524857092263222,0.5180380852174415,22.969705675077925,8.132565617549359
2023-09-19,S06,1.8205068593242908,1.0702713185647152,1.0,1.866657180480802,1.0,6.457437868083274
2023-09-22,S06,7.030684370753785,0.9766944320345519,3.0765868476600313,1.5015011977784276,8.872977192519059,6.5534168758181375
2023-09-25,S06,4.897853647440455,0.1,8.056959177216418,0.39412839773871117,56.31079041558876,6.791972306834672
2023-09-28,S06,5.490426036935115,5.751624484695702,41.17088611152032,0.1978875685122351,43.93015456812037,6.2489209252020474
2023-10-01,S06,3.266385734521238,1.1899243266560529,38.56422403982803,0.7422241409668311,10.653055560704354,8.273612364494625
2023-10-04,S06,6.038198672844487,0.6220234161701624,15.706654262512721,0.7673515281218652,5.729993809899422,7.166947238331341
2023-10-07,S06,5.108767937883252,1.3862909242319759,9.097803582396825,2.5,12.260152694549904,6.519122913960327
2023-10-10,S06,4.91160374348812,0.9832394069399633,24.535423274897724,0.18837403651366846,1.0,6.518177125064586
2023-10-13,S06,7.628270583379858,1.4937741250906333,1.5564264381179254,0.01,1.0,7.275398971883344
2023-10-16,S06,9.06398122370262,0.34476714435333666,26.061365831570495,0.5257904565986811,9.055095656193487,5.635855634783884
2023-10-19,S06,8.054183532162616,1.2183953623608976,22.829607987156695,0.3417449437651999,14.818643407528434,5.5
2023-10-22,S06,10.0,2.177928870912787,23.95728776693495,0.4779638445714846,1.0,6.412635056028733
2023-10-25,S06,9.433826156649241,1.510039834199759,4.601970261354607,0.3337814896188951,24.381745891697857,7.3024804249751005
2023-10-28,S06,9.122144776304088,2.697416053125687,1.787726440060891,0.1972654652017452,17.291762782830794,7.406656331036957
2023-10-31,S06,1.9963841207952462,2.968743330889496,1.0,0.29269700630570866,18.22900161738388,6.2573181530798605
2023-11-03,S06,5.35090540374612,4.855437193144825,27.284585308491938,0.6921567647132932,1.6638890257197807,6.3019661820421655
2023-11-06,S06,4.334756586538678,0.5680575321733936,10.028694811605337,1.0256464493611952,37.81904500531902,8.256408876599965
