date,station_code,DO,BOD,COD,AN,TSS,pH,station_name,river_name
2023-01-03,S03,4.885016429984333,0.8068488975484608,3.440805636561389,0.3799687723683861,52.792489987371056,7.1404828398434965,S03,Sungai Pinang
2023-01-07,S03,4.392650864060538,0.5984072929120996,3.313373579270169,0.2905837590316231,8.280779071270336,5.779470072570526,S03,Sungai Pinang
2023-01-08,S03,9.278233610888137,0.1,31.119560309382194,0.4394454631891216,5.522772807990488,6.522422377679107,S03,Sungai Pinang
2023-01-09,S03,9.35540162815288,1.9959525926911288,6.520224701068215,0.8470293070364204,107.36954964012384,7.656114875298448,S03,Sungai Pinang
2023-01-12,S03,9.256793246257075,0.3838886612122792,35.4528190531043,0.0242883024609603,12.363635743892754,7.814829942120316,S03,Sungai Pinang
2023-01-26,S03,6.748113139695144,1.0437412495474925,67.81977068654574,0.1386569676431198,28.44836892308284,7.057830677699895,S03,Sungai Pinang
2023-01-27,S03,8.455337984946585,0.3092916751013874,4.619236776753881,0.0941959655295485,2.968445679511724,7.444660822060102,S03,Sungai Pinang
2023-01-31,S03,4.589976288483182,2.393549448913991,1.0,0.0627468478856836,66.4006213092992,5.822116750791378,S03,Sungai Pinang
2023-02-04,S03,7.077511984892738,2.2765772693582527,10.691865210786226,0.0678732407326473,20.379406531358956,6.746317733940828,S03,Sungai Pinang
2023-02-06,S03,6.338721648072156,0.7014541850473619,2.4601114537659674,1.0100380858048508,27.54425640956017,7.456979368188992,S03,Sungai Pinang
2023-02-24,S03,7.416217353377181,0.2183669942528482,10.76960937144547,0.1810044662206466,45.96393003657767,8.173153912950864,S03,Sungai Pinang
2023-03-31,S03,5.389550591290664,2.2325788005109386,3.538071421556112,0.0829937551997273,19.074704159873,7.325478108111826,S03,Sungai Pinang
2023-04-01,S03,4.780975595681434,2.292613748712872,1.8551031556361397,0.0357426349900598,14.72571623541149,7.812313862940178,S03,Sungai Pinang
2023-04-03,S03,6.113299849794214,0.2859169171018889,1.0,0.1704078066881643,30.653604112417327,7.821648341498414,S03,Sungai Pinang
2023-04-04,S03,7.059385508713461,2.0014994096702523,24.34525072775378,0.0808290692595314,20.48369143981844,6.481702168282783,S03,Sungai Pinang
2023-04-06,S03,6.973003287652404,1.727835455255585,5.290545077662081,1.375418089144529,62.31180761434073,6.592084837707493,S03,Sungai Pinang
2023-04-17,S03,6.297334914404223,1.1705011099140663,3.522665010831632,0.4304277126144055,6.749162754520174,6.761477979040079,S03,Sungai Pinang
2023-04-19,S03,4.7731946729181205,3.7936977833126817,18.22449791899447,0.1061569253281541,22.09841468641558,6.9454379757338645,S03,Sungai Pinang
2023-04-20,S03,5.395060627023743,0.4369233486150885,7.725676586343914,0.2616222698075969,5.665881805703814,5.874624453952354,S03,Sungai Pinang
2023-04-22,S03,6.340832444750975,6.619787569969955,15.75826747105893,0.2368066567345452,11.63446499277625,8.197504219080685,S03,Sungai Pinang
2023-04-24,S03,6.006092040306829,1.3020577624235352,44.30635553317497,0.1472440722661677,6.889295096713994,6.80742055680876,S03,Sungai Pinang
2023-04-28,S03,3.030204063100193,0.1174350751739247,1.0,0.0857863823762511,29.7753117899552,7.050961887812616,S03,Sungai Pinang
2023-05-04,S03,2.3960391248399606,3.4303470196931367,24.381261994862815,0.3531668710893937,45.98288789799844,7.171986253963638,S03,Sungai Pinang
2023-05-11,S03,3.0421768624517425,4.564296577655907,3.1678872530885966,0.051359094027285,100.5993341285226,7.48555408670931,S03,Sungai Pinang
