date,station_code,DO,BOD,COD,AN,TSS,pH,station_name,river_name
2023-01-02,S05,10.0,5.2861983695115065,12.442653585228832,1.866485319821092,56.32188070072562,7.353408519719584,S05,Sungai Perak
2023-01-04,S05,3.2603940408418444,1.2522370270944936,20.321667455520465,1.1786359028174376,14.478041444923305,6.878439101222411,S05,Sungai Perak
2023-01-05,S05,5.82343590329749,0.1,1.0,0.0433450367484827,26.683530046597188,7.647406902498639,S05,Sungai Perak
2023-01-10,S05,4.892823516584011,1.1116402499791438,19.23894141511074,2.222466823166207,28.835294261969054,6.625809052913135,S05,Sungai Perak
2023-01-13,S05,5.241744518025026,0.7017607567778857,2.0310621858729343,0.8076563257237441,36.423896393866265,5.968399944220816,S05,Sungai Perak
2023-01-18,S05,3.552119466475487,1.7202045828044397,43.17360779461074,0.7357339766307602,5.504042712636398,6.544898419842105,S05,Sungai Perak
2023-01-22,S05,2.8882087075927454,0.1883507217295122,11.806089090911527,0.5443744624167853,20.32510493123221,7.596819162386253,S05,Sungai Perak
2023-02-05,S05,4.158652813841267,5.834753448618278,5.351561718795572,1.3561449216118886,56.27700717291146,6.357252580662994,S05,Sungai Perak
2023-02-07,S05,3.17257100619004,0.1,5.025268935365814,0.1330314187054483,34.35536932486348,8.112514876759965,S05,Sungai Perak
2023-02-17,S05,6.28343382727981,1.6264686655703755,24.27914011622575,0.1697540724999224,24.18474400068056,5.0,S05,Sungai Perak
2023-02-23,S05,5.695060327238912,2.0984334542304595,2.760971886959982,0.0112265028478696,45.39911611153529,6.729064756892994,S05,Sungai Perak
2023-03-04,S05,6.7771572090619285,0.587350207333354,3.11176227050136,0.7925504405060589,47.62762686849033,5.352671613046144,S05,Sungai Perak
2023-03-13,S05,6.643395612392027,0.9560041158162004,6.985563638777801,0.3278694468183851,14.91096294440358,6.969949192507047,S05,Sungai Perak
2023-03-14,S05,4.663819092713903,1.8685799050783292,4.40879762196262,0.2360523710831703,74.12190560969934,7.455807135763343,S05,Sungai Perak
